id,product,category,quantity,unit_price,region,sales_rep,total
2104,Phone,Office,5.0,1439.29,,Carol,7196.45
2105,Desk,Office,4.0,326.25,North,Carol,1305.0
2106,Laptop,Office,4.0,826.87,East,Carol,3307.48
2107,Laptop,Electronics,1.0,1177.24,East,Alice,1177.24
2108,Phone,Office,5.0,702.57,North,Carol,3512.8500000000004
2109,Laptop,Office,1.0,401.18,,Eve,401.18
2110,Keyboard,Furniture,4.0,1061.49,West,Dave,4245.96
2111,Chair,Electronics,5.0,896.72,South,,4483.6
2112,Laptop,Electronics,1.0,717.82,West,Carol,717.82
2113,Chair,Office,4.0,969.21,,Alice,3876.84
2114,Phone,Furniture,2.0,26.91,West,Dave,53.82
2115,Tablet,Furniture,5.0,900.61,East,,4503.05
2116,Tablet,Furniture,4.0,1405.32,South,Dave,5621.28
2117,Keyboard,Electronics,3.0,1055.1,North,Carol,3165.2999999999997
2118,Mouse,Electronics,,187.01,West,,
2119,Tablet,Electronics,3.0,125.82,,Bob,377.46
2120,Keyboard,Furniture,3.0,976.3,South,Bob,2928.8999999999996
2121,Laptop,Furniture,2.0,1459.17,East,Dave,2918.34
2122,Tablet,Office,5.0,860.52,East,Dave,4302.6
2123,Keyboard,Office,2.0,1489.56,East,Bob,2979.12
2124,Mouse,Office,3.0,1445.8,,Carol,4337.4
2125,Monitor,Furniture,,1127.59,North,Dave,
2126,Chair,Office,4.0,393.73,West,Bob,1574.92
2127,Laptop,Furniture,5.0,796.55,,Dave,3982.75
2128,Desk,Furniture,4.0,45.7,,Eve,182.8
2129,Keyboard,Furniture,5.0,1357.67,South,Bob,6788.35
2130,Laptop,Electronics,,1306.53,South,Dave,
2131,Mouse,Office,5.0,1392.54,North,Eve,6962.7
2132,Phone,Office,2.0,211.12,,Eve,422.24
2133,Phone,Furniture,5.0,1176.7,South,Dave,5883.5
2134,Phone,Office,3.0,577.23,,,1731.69
2135,Mouse,Furniture,2.0,799.34,South,Carol,1598.68
2136,Phone,Electronics,1.0,1273.09,East,Bob,1273.09
2137,Phone,Furniture,,7.44,North,Carol,
2138,Tablet,Electronics,2.0,354.17,West,Alice,708.34
2139,Chair,Electronics,4.0,36.7,West,Alice,146.8
2140,Phone,Electronics,4.0,1409.76,East,,5639.04
2141,Tablet,Office,1.0,10.74,South,Alice,10.74
2142,Keyboard,Furniture,2.0,1114.06,South,Eve,2228.12
2143,Phone,Furniture,5.0,257.12,North,Eve,1285.6
2144,Monitor,Office,2.0,705.04,South,Carol,1410.08
2145,Laptop,Furniture,,1448.84,North,,
2146,Desk,Electronics,4.0,1499.42,,Carol,5997.68
2147,Phone,Electronics,5.0,973.1,East,,4865.5
2148,Desk,Furniture,3.0,1170.62,,,3511.8599999999997
2149,Mouse,Electronics,1.0,763.27,East,Alice,763.27
2150,Desk,Electronics,3.0,1308.69,East,Carol,3926.07
2151,Chair,Electronics,4.0,572.46,North,Carol,2289.84
2152,Tablet,Electronics,3.0,1072.15,South,Dave,3216.4500000000003
2153,Phone,Furniture,1.0,1139.0,North,,1139.0
2154,Mouse,Electronics,5.0,1209.24,West,,6046.2
2155,Phone,Furniture,4.0,1304.65,South,Carol,5218.6
2156,Phone,Office,4.0,462.78,North,Carol,1851.12
2157,Monitor,Office,4.0,899.42,,Carol,3597.68
2158,Tablet,Office,,471.14,East,Alice,
2159,Mouse,Office,2.0,478.58,East,Eve,957.16
2160,Desk,Furniture,5.0,710.34,West,Eve,3551.7000000000003
2161,Laptop,Office,3.0,243.41,,Dave,730.23
2162,Keyboard,Electronics,5.0,1282.44,West,Dave,6412.200000000001
2163,Mouse,Electronics,4.0,302.1,South,Alice,1208.4
2164,Mouse,Furniture,3.0,1071.04,North,Eve,3213.12
2165,Mouse,Office,4.0,1081.35,,Alice,4325.4
2166,Phone,Electronics,1.0,266.07,East,Alice,266.07
2167,Chair,Office,3.0,1331.97,South,Bob,3995.91
2168,Mouse,Electronics,5.0,1170.64,East,Carol,5853.200000000001
2169,Keyboard,Furniture,2.0,1332.23,East,Eve,2664.46
2170,Tablet,Electronics,1.0,553.18,South,Bob,553.18
2171,Tablet,Furniture,4.0,642.96,East,Eve,2571.84
2172,Chair,Furniture,3.0,95.43,,Dave,286.29
2173,Monitor,Office,1.0,632.82,East,,632.82
2174,Monitor,Furniture,4.0,247.27,West,Dave,989.08
2175,Keyboard,Furniture,2.0,120.57,,,241.14
2176,Desk,Electronics,,714.18,,,
2177,Phone,Furniture,1.0,672.69,South,Eve,672.69
2178,Chair,Furniture,4.0,705.65,,Alice,2822.6
2179,Desk,Electronics,4.0,1420.58,,Eve,5682.32
2180,Laptop,Office,2.0,171.48,West,Carol,342.96
2181,Laptop,Electronics,3.0,1147.5,East,Bob,3442.5
2182,Laptop,Electronics,3.0,1309.43,West,Dave,3928.29
2183,Tablet,Furniture,5.0,1181.0,North,Bob,5905.0
2184,Laptop,Furniture,4.0,284.43,West,Dave,1137.72
2185,Tablet,Furniture,4.0,1048.12,East,Dave,4192.48
2186,Mouse,Office,4.0,781.21,East,Alice,3124.84
2187,Laptop,Furniture,4.0,198.91,East,Eve,795.64
2188,Tablet,Electronics,4.0,1310.81,North,,5243.24
2189,Keyboard,Office,1.0,536.71,East,Bob,536.71
2190,Keyboard,Furniture,1.0,1194.66,,Alice,1194.66
2191,Phone,Electronics,1.0,877.66,,,877.66
2192,Keyboard,Furniture,,721.57,South,Carol,
2193,Monitor,Furniture,1.0,424.21,East,Bob,424.21
2194,Tablet,Office,5.0,1072.68,,Eve,5363.400000000001
2195,Keyboard,Electronics,,1268.53,,Eve,
2196,Monitor,Furniture,3.0,1469.1,East,Bob,4407.299999999999
2197,Tablet,Furniture,5.0,312.53,North,Alice,1562.6499999999999
2198,Desk,Furniture,1.0,1447.67,South,Carol,1447.67
2199,Keyboard,Furniture,1.0,170.58,South,Eve,170.58
2200,Chair,Office,3.0,163.24,West,Eve,489.72
2201,Tablet,Electronics,4.0,928.2,East,,3712.8
2202,Mouse,Office,4.0,486.21,North,,1944.84
2203,Keyboard,Office,,639.48,East,Bob,
2204,Monitor,Electronics,3.0,1319.45,,Bob,3958.3500000000004
2205,Mouse,Office,5.0,795.29,North,Bob,3976.45
2206,Monitor,Office,,130.25,South,Carol,
2207,Phone,Furniture,5.0,1185.11,,Alice,5925.549999999999
2208,Monitor,Office,5.0,126.06,South,Alice,630.3
2209,Phone,Electronics,1.0,624.83,West,Alice,624.83
2210,Keyboard,Office,,239.84,,Eve,
2211,Desk,Furniture,3.0,270.48,,Dave,811.44
2212,Desk,Office,3.0,554.47,East,Dave,1663.41
2213,Mouse,Furniture,4.0,1091.34,North,Bob,4365.36
2214,Laptop,Furniture,3.0,899.32,North,Eve,2697.96
2215,Desk,Furniture,4.0,1238.78,North,Bob,4955.12
2216,Desk,Furniture,1.0,268.89,East,Carol,268.89
2217,Desk,Office,,1468.99,North,Carol,
2218,Desk,Furniture,1.0,456.81,,Bob,456.81
2219,Laptop,Electronics,2.0,433.38,,Eve,866.76
2220,Keyboard,Office,2.0,302.55,East,Dave,605.1
2221,Laptop,Office,1.0,184.92,West,,184.92
2222,Laptop,Furniture,,375.73,West,Bob,
2223,Monitor,Furniture,4.0,183.69,East,Eve,734.76
2224,Phone,Furniture,1.0,758.81,West,Alice,758.81
2225,Desk,Office,4.0,1087.99,,Carol,4351.96
2226,Tablet,Electronics,3.0,983.88,West,Eve,2951.64
2227,Monitor,Furniture,1.0,175.47,West,Carol,175.47
2228,Monitor,Office,3.0,540.85,South,,1622.5500000000002
2229,Tablet,Office,4.0,476.19,South,,1904.76
2230,Monitor,Electronics,,158.99,West,Carol,
2231,Mouse,Office,,198.87,West,Alice,
2232,Mouse,Electronics,2.0,1224.87,East,Eve,2449.74
2233,Mouse,Office,4.0,809.17,North,Eve,3236.68
2234,Chair,Electronics,3.0,507.16,North,,1521.48
2235,Keyboard,Electronics,2.0,598.76,South,Bob,1197.52
2236,Tablet,Electronics,2.0,89.56,West,Carol,179.12
2237,Mouse,Office,4.0,1257.51,,Carol,5030.04
2238,Desk,Electronics,,177.27,,Dave,
2239,Desk,Electronics,,727.46,East,Dave,
2240,Monitor,Office,5.0,1001.31,,Dave,5006.549999999999
2241,Mouse,Furniture,5.0,704.43,North,,3522.1499999999996
2242,Tablet,Furniture,,773.89,North,Dave,
2243,Keyboard,Office,3.0,693.5,East,Alice,2080.5
2244,Tablet,Office,1.0,541.65,West,Eve,541.65
2245,Chair,Office,4.0,534.54,North,,2138.16
2246,Monitor,Furniture,2.0,534.66,South,Alice,1069.32
2247,Laptop,Furniture,4.0,164.73,West,Carol,658.92
2248,Chair,Electronics,2.0,713.5,South,,1427.0
2249,Laptop,Electronics,2.0,1167.15,North,,2334.3
2250,Chair,Furniture,2.0,569.54,East,Eve,1139.08
2251,Chair,Furniture,2.0,942.99,West,Dave,1885.98
2252,Chair,Furniture,5.0,822.86,West,,4114.3
2253,Phone,Furniture,,1371.1,,,
2254,Tablet,Electronics,,222.16,West,Eve,
2255,Laptop,Electronics,3.0,1251.7,North,Alice,3755.1000000000004
2256,Keyboard,Electronics,,169.72,,,
2257,Tablet,Furniture,,810.03,South,Carol,
2258,Desk,Office,3.0,1225.01,East,Carol,3675.0299999999997
2259,Desk,Electronics,2.0,876.41,South,Carol,1752.82
2260,Laptop,Electronics,4.0,1242.07,South,Eve,4968.28
2261,Chair,Furniture,4.0,345.63,North,Alice,1382.52
2262,Phone,Electronics,5.0,127.08,North,Eve,635.4
2263,Monitor,Furniture,,41.94,North,Carol,
2264,Tablet,Furniture,3.0,930.29,East,Eve,2790.87
2265,Chair,Office,4.0,1086.56,South,Carol,4346.24
2266,Phone,Furniture,5.0,63.04,West,,315.2
2267,Chair,Office,1.0,40.75,East,Alice,40.75
2268,Laptop,Office,2.0,866.96,South,Alice,1733.92
2269,Phone,Electronics,3.0,344.14,,Alice,1032.42
2270,Keyboard,Office,,130.88,East,Eve,
2271,Laptop,Office,4.0,988.01,North,Dave,3952.04
2272,Monitor,Electronics,1.0,1088.53,North,Eve,1088.53
2273,Chair,Electronics,5.0,587.97,South,Dave,2939.8500000000004
2274,Mouse,Electronics,1.0,1363.26,North,Alice,1363.26
2275,Desk,Furniture,2.0,1309.92,East,Dave,2619.84
2276,Mouse,Electronics,1.0,1247.39,West,Carol,1247.39
2277,Phone,Electronics,2.0,828.68,West,,1657.36
2278,Desk,Furniture,4.0,1472.69,North,Dave,5890.76
2279,Mouse,Office,4.0,574.95,East,Eve,2299.8
2280,Keyboard,Electronics,5.0,450.43,South,Dave,2252.15
2281,Mouse,Office,4.0,961.0,North,Eve,3844.0
2282,Keyboard,Electronics,,489.59,South,Carol,
2283,Mouse,Office,2.0,648.35,,Bob,1296.7
2284,Mouse,Office,4.0,688.07,,Dave,2752.28
2285,Desk,Office,4.0,1362.46,,Bob,5449.84
2286,Phone,Electronics,1.0,1323.14,,,1323.14
2287,Laptop,Furniture,,926.55,,Dave,
2288,Desk,Furniture,3.0,1147.87,North,Carol,3443.6099999999997
2289,Tablet,Office,3.0,293.87,East,Dave,881.61
2290,Keyboard,Furniture,5.0,1449.41,North,Carol,7247.05
2291,Desk,Furniture,,585.94,South,Bob,
2292,Keyboard,Electronics,,849.12,North,Alice,
2293,Tablet,Furniture,2.0,102.29,,Carol,204.58
2294,Monitor,Electronics,2.0,1381.66,South,Carol,2763.32
2295,Tablet,Furniture,3.0,458.39,South,Bob,1375.17
2296,Chair,Office,5.0,1425.27,West,,7126.35
2297,Keyboard,Furniture,5.0,992.57,East,Bob,4962.85
2298,Mouse,Furniture,,693.2,South,,
2299,Mouse,Office,1.0,686.45,South,Dave,686.45
2300,Tablet,Furniture,5.0,1105.48,West,,5527.4
2301,Desk,Electronics,4.0,534.07,,Bob,2136.28
2302,Laptop,Furniture,2.0,1132.4,West,Alice,2264.8
2303,Tablet,Furniture,3.0,555.67,West,Bob,1667.0099999999998
2304,Keyboard,Furniture,2.0,1077.69,North,Carol,2155.38
2305,Mouse,Furniture,3.0,745.61,West,Alice,2236.83
2306,Phone,Furniture,1.0,1498.44,North,,1498.44
2307,Monitor,Furniture,2.0,1363.05,West,Bob,2726.1
2308,Tablet,Furniture,4.0,790.56,South,Eve,3162.24
2309,Keyboard,Office,,1056.43,,Alice,
2310,Phone,Furniture,,335.73,East,,
2311,Phone,Electronics,1.0,825.76,East,Alice,825.76
2312,Laptop,Office,4.0,1336.79,East,Alice,5347.16
2313,Desk,Office,1.0,1167.78,North,Carol,1167.78
2314,Tablet,Office,5.0,17.1,West,Dave,85.5
2315,Monitor,Office,4.0,206.79,West,Alice,827.16
2316,Tablet,Furniture,3.0,25.83,South,Alice,77.49
2317,Phone,Electronics,1.0,511.69,East,Carol,511.69
2318,Phone,Electronics,3.0,329.35,East,Eve,988.0500000000001
2319,Mouse,Furniture,2.0,1109.82,South,Eve,2219.64
2320,Laptop,Furniture,2.0,634.37,South,Dave,1268.74
2321,Monitor,Office,3.0,1479.67,North,Dave,4439.01
2322,Keyboard,Electronics,5.0,912.08,South,Eve,4560.400000000001
2323,Chair,Electronics,3.0,477.15,South,Bob,1431.4499999999998
2324,Desk,Office,5.0,677.11,,Alice,3385.55
2325,Monitor,Office,,111.23,South,Alice,
2326,Monitor,Furniture,1.0,915.18,North,Eve,915.18
2327,Keyboard,Office,2.0,152.43,North,Dave,304.86
2328,Keyboard,Furniture,2.0,628.5,East,Alice,1257.0
2329,Phone,Office,1.0,1203.5,South,,1203.5
2330,Keyboard,Office,5.0,1223.62,East,,6118.099999999999
2331,Mouse,Electronics,,854.79,West,Alice,
2332,Monitor,Office,2.0,650.82,,Alice,1301.64
2333,Laptop,Electronics,,1160.1,West,Alice,
2334,Keyboard,Electronics,,861.47,South,Bob,
2335,Keyboard,Electronics,4.0,1420.09,,Eve,5680.36
2336,Monitor,Furniture,1.0,385.38,North,Carol,385.38
2337,Keyboard,Office,4.0,580.97,North,Eve,2323.88
2338,Chair,Furniture,3.0,508.52,North,Carol,1525.56
2339,Laptop,Electronics,5.0,645.77,South,Bob,3228.85
2340,Monitor,Furniture,4.0,692.38,West,Dave,2769.52
2341,Desk,Furniture,3.0,22.16,,Bob,66.48
2342,Tablet,Furniture,3.0,373.7,East,Eve,1121.1
2343,Desk,Electronics,5.0,970.49,West,Carol,4852.45
2344,Tablet,Office,1.0,434.25,South,Eve,434.25
2345,Tablet,Office,5.0,612.23,North,Alice,3061.15
2346,Monitor,Electronics,5.0,647.34,,Dave,3236.7000000000003
2347,Monitor,Electronics,5.0,479.5,East,Dave,2397.5
2348,Laptop,Office,,1373.61,,Alice,
2349,Tablet,Furniture,5.0,1165.23,North,Carol,5826.15
2350,Chair,Office,,1292.92,,Bob,
2351,Phone,Electronics,5.0,265.65,,Alice,1328.25
2352,Chair,Furniture,5.0,1328.77,South,Dave,6643.85
2353,Keyboard,Office,1.0,240.68,West,Carol,240.68
2354,Chair,Electronics,1.0,1077.54,North,Carol,1077.54
2355,Monitor,Furniture,3.0,1489.93,West,Dave,4469.79
2356,Laptop,Furniture,4.0,1107.81,North,Dave,4431.24
2357,Keyboard,Electronics,,504.04,East,Bob,
2358,Laptop,Office,2.0,1174.36,West,,2348.72
2359,Chair,Office,2.0,798.38,East,Carol,1596.76
2360,Mouse,Furniture,2.0,1102.34,North,Dave,2204.68
2361,Laptop,Office,5.0,1188.84,North,Bob,5944.2
2362,Tablet,Electronics,3.0,175.56,South,Eve,526.6800000000001
2363,Laptop,Electronics,,485.84,West,,
2364,Keyboard,Office,2.0,1067.2,North,Eve,2134.4
2365,Mouse,Furniture,5.0,821.34,North,Dave,4106.7
2366,Desk,Furniture,5.0,1486.43,East,Eve,7432.150000000001
2367,Laptop,Electronics,1.0,1116.53,East,Eve,1116.53
2368,Keyboard,Office,,1275.28,,Alice,
2369,Chair,Office,1.0,252.18,,Carol,252.18
2370,Chair,Office,4.0,382.22,South,Eve,1528.88
2371,Laptop,Furniture,,481.97,,Dave,
2372,Tablet,Office,3.0,365.77,South,,1097.31
2373,Laptop,Furniture,2.0,74.76,West,Carol,149.52
2374,Chair,Electronics,3.0,453.74,North,Dave,1361.22
2375,Laptop,Furniture,4.0,753.01,,Alice,3012.04
2376,Desk,Office,,49.15,West,Carol,
2377,Mouse,Furniture,,73.98,West,Eve,
2378,Phone,Furniture,3.0,1113.0,North,,3339.0
2379,Monitor,Furniture,,143.05,North,Carol,
2380,Keyboard,Furniture,4.0,1142.0,North,Eve,4568.0
2381,Tablet,Office,5.0,184.01,North,,920.05
2382,Laptop,Office,2.0,841.9,South,Alice,1683.8
2383,Chair,Electronics,1.0,537.15,,,537.15
2384,Keyboard,Furniture,2.0,65.4,West,,130.8
2385,Desk,Electronics,3.0,934.79,East,Alice,2804.37
2386,Monitor,Electronics,4.0,134.82,,Dave,539.28
2387,Laptop,Electronics,1.0,662.29,East,Bob,662.29
2388,Phone,Furniture,5.0,1133.82,,Bob,5669.099999999999
2389,Desk,Office,,1038.06,,,
2390,Phone,Office,,654.36,East,Eve,
2391,Laptop,Furniture,3.0,1440.42,South,Bob,4321.26
2392,Phone,Office,1.0,1409.24,West,Dave,1409.24
2393,Monitor,Electronics,,406.21,South,Dave,
2394,Mouse,Furniture,5.0,63.17,North,Bob,315.85
2395,Keyboard,Electronics,,141.04,,Eve,
2396,Monitor,Furniture,1.0,603.99,North,Dave,603.99
2397,Laptop,Electronics,2.0,631.65,South,,1263.3
2398,Laptop,Furniture,4.0,1316.7,South,Eve,5266.8
2399,Desk,Office,2.0,373.46,,Eve,746.92
2400,Tablet,Furniture,1.0,919.67,West,Dave,919.67
2401,Tablet,Electronics,1.0,219.83,North,Carol,219.83
2402,Chair,Office,3.0,683.99,South,Alice,2051.9700000000003
2403,Phone,Office,3.0,1470.78,South,Eve,4412.34
2404,Chair,Furniture,3.0,577.81,,Eve,1733.4299999999998
2405,Keyboard,Furniture,5.0,459.97,,Bob,2299.8500000000004
2406,Mouse,Electronics,1.0,137.37,West,Alice,137.37
2407,Phone,Electronics,3.0,996.79,West,Carol,2990.37
2408,Desk,Office,1.0,617.53,East,Carol,617.53
2409,Chair,Electronics,1.0,806.73,,Alice,806.73
2410,Keyboard,Furniture,4.0,627.68,,,2510.72
2411,Tablet,Office,3.0,667.43,East,Bob,2002.29
2412,Phone,Electronics,,322.95,North,Eve,
2413,Tablet,Furniture,4.0,573.19,West,,2292.76
2414,Monitor,Electronics,2.0,129.67,West,,259.34
2415,Desk,Electronics,,1209.98,North,Eve,
2416,Laptop,Office,3.0,898.32,North,,2694.96
2417,Tablet,Furniture,,366.11,South,,
2418,Desk,Electronics,3.0,897.88,North,Alice,2693.64
2419,Keyboard,Electronics,2.0,431.0,North,Dave,862.0
2420,Phone,Office,4.0,222.33,,Alice,889.32
2421,Phone,Furniture,3.0,1068.86,,Alice,3206.58
2422,Mouse,Office,1.0,1175.44,West,Alice,1175.44
2423,Monitor,Furniture,3.0,1105.09,West,Alice,3315.2699999999995
2424,Monitor,Electronics,,947.95,North,Eve,
2425,Laptop,Electronics,1.0,424.57,East,Alice,424.57
2426,Laptop,Office,4.0,1194.1,South,Alice,4776.4
2427,Laptop,Electronics,,1202.06,East,Dave,
2428,Tablet,Furniture,5.0,809.29,South,Alice,4046.45
2429,Laptop,Furniture,2.0,253.6,North,Dave,507.2
2430,Desk,Furniture,4.0,69.85,East,Eve,279.4
2431,Keyboard,Office,5.0,229.35,North,Eve,1146.75
2432,Phone,Office,3.0,773.31,North,Alice,2319.93
2433,Laptop,Office,5.0,654.95,East,Dave,3274.75
2434,Tablet,Furniture,,1235.66,,Dave,
2435,Laptop,Furniture,4.0,548.51,South,,2194.04
2436,Tablet,Office,3.0,647.97,West,Bob,1943.91
2437,Mouse,Office,3.0,136.45,,Alice,409.34999999999997
2438,Monitor,Office,,1479.88,South,Alice,
2439,Desk,Furniture,1.0,583.03,West,Carol,583.03
2440,Keyboard,Office,,638.78,North,Carol,
2441,Laptop,Electronics,5.0,862.66,South,Alice,4313.3
2442,Mouse,Electronics,,402.52,South,Alice,
2443,Laptop,Electronics,,557.31,East,Carol,
2444,Chair,Electronics,4.0,764.97,,Carol,3059.88
2445,Phone,Electronics,3.0,293.07,South,Bob,879.21
2446,Laptop,Furniture,2.0,310.41,North,,620.82
2447,Phone,Office,,846.05,West,Alice,
2448,Mouse,Office,,1275.96,East,Carol,
2449,Desk,Office,2.0,1473.15,,Dave,2946.3
2450,Tablet,Furniture,,792.15,North,Bob,
2451,Laptop,Office,3.0,47.83,South,Alice,143.49
2452,Desk,Furniture,4.0,864.34,North,Bob,3457.36
2453,Tablet,Furniture,3.0,1466.79,South,Bob,4400.37
2454,Mouse,Electronics,2.0,745.55,West,Carol,1491.1
2455,Tablet,Office,3.0,415.27,West,,1245.81
2456,Laptop,Office,,513.95,North,Dave,
2457,Phone,Furniture,3.0,1053.17,,Dave,3159.51
2458,Phone,Electronics,5.0,180.6,West,Eve,903.0
2459,Chair,Office,2.0,725.02,South,Alice,1450.04
2460,Chair,Furniture,1.0,1406.09,,Carol,1406.09
2461,Desk,Furniture,3.0,1126.79,North,,3380.37
2462,Laptop,Furniture,5.0,589.12,West,Dave,2945.6
2463,Mouse,Electronics,4.0,1191.42,West,Alice,4765.68
2464,Monitor,Office,1.0,615.47,West,Alice,615.47
2465,Tablet,Office,,468.95,East,Carol,
2466,Monitor,Electronics,2.0,1202.8,North,Bob,2405.6
2467,Desk,Furniture,1.0,1398.06,East,Alice,1398.06
2468,Phone,Furniture,5.0,558.92,South,Alice,2794.6
2469,Phone,Electronics,,491.74,North,Carol,
2470,Keyboard,Office,5.0,686.27,,Carol,3431.35
2471,Keyboard,Office,4.0,633.67,,Carol,2534.68
2472,Tablet,Electronics,2.0,1188.21,North,Eve,2376.42
2473,Laptop,Office,,112.95,East,,
2474,Desk,Office,2.0,81.95,North,Eve,163.9
2475,Laptop,Office,5.0,455.31,South,Bob,2276.55
2476,Mouse,Office,1.0,891.54,West,Eve,891.54
2477,Mouse,Office,4.0,1379.06,West,Alice,5516.24
2478,Mouse,Office,4.0,1243.39,,Dave,4973.56
2479,Desk,Furniture,4.0,1385.16,East,Dave,5540.64
2480,Monitor,Office,2.0,509.8,,Alice,1019.6
2481,Phone,Electronics,1.0,415.04,North,Carol,415.04
2482,Desk,Electronics,4.0,1079.03,North,Eve,4316.12
2483,Keyboard,Furniture,4.0,766.63,,Dave,3066.52
2484,Keyboard,Electronics,5.0,1035.72,South,,5178.6
2485,Laptop,Furniture,4.0,303.3,,Eve,1213.2
2486,Desk,Furniture,3.0,1236.71,South,Dave,3710.13
2487,Keyboard,Furniture,4.0,157.84,East,Carol,631.36
2488,Keyboard,Electronics,3.0,623.51,West,Eve,1870.53
2489,Laptop,Furniture,,1463.17,,Bob,
2490,Phone,Electronics,4.0,752.65,West,Eve,3010.6
2491,Chair,Office,2.0,596.64,East,Carol,1193.28
2492,Chair,Furniture,4.0,19.76,West,Eve,79.04
2493,Chair,Office,3.0,130.81,East,Dave,392.43
2494,Desk,Electronics,3.0,1072.01,North,Eve,3216.0299999999997
2495,Desk,Office,1.0,684.79,,Alice,684.79
2496,Mouse,Furniture,3.0,1275.23,,Carol,3825.69
2497,Mouse,Office,1.0,201.07,East,,201.07
2498,Chair,Electronics,3.0,524.35,East,Dave,1573.0500000000002
2499,Mouse,Furniture,5.0,1116.99,South,,5584.95
2500,Keyboard,Furniture,1.0,1295.45,West,Carol,1295.45
2501,Keyboard,Furniture,,1138.11,West,Alice,
2502,Phone,Furniture,4.0,1136.01,South,Bob,4544.04
2503,Tablet,Furniture,,215.57,West,Eve,
2504,Desk,Furniture,5.0,117.76,South,,588.8000000000001
2505,Desk,Office,5.0,516.02,North,Dave,2580.1
2506,Laptop,Office,5.0,838.78,South,Bob,4193.9
2507,Chair,Office,2.0,433.81,East,Alice,867.62
2508,Monitor,Electronics,,238.98,South,,
2509,Laptop,Electronics,1.0,932.44,West,Bob,932.44
2510,Desk,Furniture,4.0,902.65,South,,3610.6
2511,Chair,Electronics,5.0,13.43,South,,67.15
2512,Phone,Office,3.0,723.45,East,Eve,2170.3500000000004
2513,Laptop,Electronics,,1301.25,East,Alice,
2514,Phone,Office,,932.59,West,Bob,
2515,Desk,Office,,540.25,North,,
2516,Phone,Furniture,2.0,456.63,South,Eve,913.26
2517,Phone,Furniture,4.0,1479.27,North,Carol,5917.08
2518,Chair,Electronics,2.0,346.02,,Dave,692.04
2519,Mouse,Electronics,,1220.37,North,Carol,
2520,Desk,Office,4.0,1333.45,North,Alice,5333.8
2521,Laptop,Furniture,4.0,1000.06,East,,4000.24
2522,Laptop,Furniture,,295.05,North,Carol,
2523,Laptop,Office,5.0,447.03,North,Alice,2235.1499999999996
2524,Tablet,Office,3.0,232.34,East,Dave,697.02
2525,Tablet,Office,4.0,1161.28,East,Eve,4645.12
2526,Keyboard,Office,,1414.95,North,,
2527,Laptop,Office,2.0,317.98,West,Dave,635.96
2528,Mouse,Electronics,3.0,800.13,East,Bob,2400.39
2529,Phone,Office,,124.42,West,Carol,
2530,Laptop,Furniture,4.0,643.17,East,,2572.68
2531,Phone,Office,2.0,522.68,West,Dave,1045.36
2532,Monitor,Office,3.0,230.14,West,Dave,690.42
2533,Mouse,Electronics,4.0,373.79,North,Alice,1495.16
2534,Monitor,Office,2.0,202.69,North,Dave,405.38
2535,Desk,Furniture,1.0,970.19,West,Bob,970.19
2536,Phone,Electronics,1.0,1079.11,East,Eve,1079.11
2537,Phone,Electronics,1.0,1465.04,North,Alice,1465.04
2538,Keyboard,Furniture,,905.22,West,,
2539,Phone,Furniture,4.0,649.21,West,,2596.84
2540,Monitor,Electronics,1.0,1422.05,North,Alice,1422.05
2541,Mouse,Office,2.0,56.58,North,,113.16
2542,Laptop,Electronics,2.0,407.62,West,,815.24
2543,Tablet,Office,,504.66,East,Alice,
2544,Chair,Furniture,4.0,1327.91,East,Alice,5311.64
2545,Desk,Office,,473.53,,Dave,
2546,Phone,Furniture,3.0,428.42,West,,1285.26
2547,Phone,Furniture,2.0,553.5,,Carol,1107.0
2548,Tablet,Electronics,4.0,94.43,,Eve,377.72
2549,Mouse,Electronics,5.0,1437.03,East,,7185.15
2550,Laptop,Electronics,5.0,85.31,,Eve,426.55
2551,Desk,Office,,122.57,,,
2552,Desk,Electronics,5.0,1475.66,,Eve,7378.3
2553,Mouse,Furniture,1.0,1273.61,West,Carol,1273.61
2554,Mouse,Electronics,4.0,1467.37,East,Eve,5869.48
2555,Mouse,Electronics,4.0,1389.48,,Eve,5557.92
2556,Phone,Office,2.0,674.61,,Eve,1349.22
2557,Keyboard,Office,,454.47,North,Dave,
2558,Desk,Furniture,5.0,855.22,South,Carol,4276.1
2559,Phone,Electronics,5.0,823.84,West,Alice,4119.2
2560,Laptop,Electronics,5.0,320.47,East,Eve,1602.3500000000001
2561,Tablet,Furniture,5.0,841.73,West,Carol,4208.65
2562,Monitor,Office,3.0,969.35,West,Eve,2908.05
2563,Tablet,Electronics,1.0,363.23,,Eve,363.23
2564,Laptop,Electronics,2.0,717.18,South,Carol,1434.36
2565,Keyboard,Furniture,4.0,876.92,South,,3507.68
2566,Mouse,Office,,1135.2,East,Dave,
2567,Chair,Electronics,3.0,856.61,,Bob,2569.83
2568,Phone,Electronics,2.0,5.32,East,Alice,10.64
2569,Monitor,Office,5.0,559.89,North,Dave,2799.45
2570,Monitor,Office,2.0,388.68,East,Eve,777.36
2571,Desk,Electronics,2.0,1028.64,West,Alice,2057.28
2572,Tablet,Electronics,1.0,1039.68,,Bob,1039.68
2573,Desk,Office,5.0,1414.08,West,Alice,7070.4
2574,Chair,Office,3.0,1375.57,East,,4126.71
2575,Desk,Office,2.0,388.38,West,Eve,776.76
